                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    497,                0.53126,                0.89182,                0.33563,                0.88052,                0.68054,                 0.5792,                0.61706,                0.37154,                0.63915,                0.53038,                0.53785,                0.22384,                 1.6141,                 3.3264,                 1.1867,                 1.7957,              0.0050995,              0.0050995,              0.0050995
                    498,                0.53216,                0.89807,                0.33669,                0.88003,                  0.668,                0.58496,                0.61574,                0.37039,                0.66914,                0.51699,                0.54122,                0.22547,                 1.6144,                 3.3403,                 1.1866,                 1.7943,              0.0050896,              0.0050896,              0.0050896
                    499,                0.52388,                0.88323,                0.33288,                0.87852,                0.68209,                0.58908,                 0.6183,                0.37196,                0.65985,                0.52317,                0.54159,                0.22692,                 1.6171,                 3.3268,                 1.1996,                 1.7924,              0.0050797,              0.0050797,              0.0050797
                    500,                0.52611,                0.89403,                0.33175,                0.87909,                0.68853,                0.58509,                0.61696,                0.37093,                0.65725,                0.53862,                0.54631,                0.22561,                 1.6084,                 3.3217,                 1.2132,                 1.7819,              0.0050698,              0.0050698,              0.0050698
                    501,                0.53186,                0.90084,                0.33487,                 0.8844,                0.69241,                0.58908,                0.61625,                0.37202,                0.65501,                0.54171,                0.54134,                0.22647,                 1.6058,                 3.2995,                 1.2129,                 1.7824,              0.0050599,              0.0050599,              0.0050599
                    502,                0.52014,                0.88066,                0.33337,                0.88089,                0.68611,                0.58599,                0.61383,                0.36875,                0.64557,                0.54587,                0.53778,                0.22561,                 1.6134,                 3.3119,                 1.2137,                  1.795,                0.00505,                0.00505,                0.00505
                    503,                0.52756,                 0.8889,                0.33395,                0.88403,                0.69138,                0.56986,                0.61166,                0.36929,                0.65864,                0.54068,                0.54704,                0.22754,                 1.6148,                 3.3147,                 1.2223,                 1.7997,              0.0050401,              0.0050401,              0.0050401
                    504,                0.52958,                0.89628,                0.33236,                0.88424,                 0.6969,                 0.5683,                0.61088,                0.37008,                0.65693,                0.54171,                0.54544,                0.22719,                 1.6193,                 3.3154,                 1.2358,                 1.8081,              0.0050302,              0.0050302,              0.0050302
                    505,                0.52519,                0.89207,                0.33353,                0.87975,                0.69338,                0.56128,                0.60866,                0.36808,                0.65816,                0.53933,                0.54515,                0.22711,                 1.6146,                 3.3207,                 1.2405,                 1.8025,              0.0050203,              0.0050203,              0.0050203
                    506,                0.52538,                0.88476,                0.33256,                 0.8818,                0.69667,                0.56231,                0.61011,                0.36787,                0.66031,                 0.5345,                 0.5462,                0.22523,                 1.6177,                 3.3035,                 1.2309,                 1.8077,              0.0050104,              0.0050104,              0.0050104
                    507,                0.52134,                0.88555,                0.33217,                0.88396,                0.70619,                0.55942,                0.61525,                0.36926,                0.66784,                0.53038,                0.54288,                0.22699,                 1.6123,                 3.2901,                 1.2259,                 1.8065,              0.0050005,              0.0050005,              0.0050005
                    508,                0.53275,                0.90203,                 0.3379,                0.88454,                0.71152,                0.56437,                0.61759,                0.37027,                0.67305,                0.53553,                0.55037,                0.22653,                 1.6092,                 3.2891,                 1.2354,                  1.803,              0.0049906,              0.0049906,              0.0049906
                    509,                0.52256,                0.88288,                0.33032,                 0.8821,                0.70269,                0.56471,                0.61563,                0.36928,                 0.6615,                0.53132,                0.54493,                 0.2242,                 1.6111,                 3.2859,                 1.2326,                 1.8086,              0.0049807,              0.0049807,              0.0049807
                    510,                0.52687,                0.88903,                  0.331,                0.88165,                0.68774,                0.57614,                  0.618,                0.37178,                0.65701,                0.53759,                 0.5442,                 0.2249,                 1.6107,                 3.3014,                 1.2366,                 1.8121,              0.0049708,              0.0049708,              0.0049708
                    511,                0.51704,                0.88086,                0.32798,                0.87928,                0.69698,                0.56746,                0.61446,                0.36992,                0.65017,                0.52935,                0.54242,                0.22353,                 1.6088,                 3.2891,                 1.2396,                 1.8108,              0.0049609,              0.0049609,              0.0049609
                    512,                0.52184,                0.87472,                0.33249,                0.88111,                0.68667,                 0.5757,                0.61714,                0.37075,                0.64986,                0.53244,                0.54443,                0.22408,                 1.6058,                 3.2997,                  1.251,                  1.811,               0.004951,               0.004951,               0.004951
                    513,                 0.5276,                0.88782,                 0.3352,                0.88216,                0.70674,                0.56334,                0.61724,                0.37152,                0.66381,                0.53244,                0.54551,                0.22444,                 1.6046,                 3.3234,                 1.2603,                 1.8097,              0.0049411,              0.0049411,              0.0049411
                    514,                0.52666,                0.90588,                0.33387,                0.88094,                0.72347,                0.55613,                0.61864,                0.37085,                0.64606,                0.53553,                0.53751,                0.22217,                 1.6098,                 3.3441,                 1.2573,                 1.8143,              0.0049312,              0.0049312,              0.0049312
                    515,                0.52104,                0.87819,                  0.332,                0.88129,                0.69071,                0.57055,                0.61549,                0.36796,                0.64625,                 0.5345,                0.53713,                0.22307,                 1.6113,                 3.3273,                 1.2658,                 1.8125,              0.0049213,              0.0049213,              0.0049213
                    516,                 0.5234,                0.89123,                0.33345,                0.88478,                0.73766,                0.54686,                0.61602,                0.36962,                0.69316,                0.51081,                0.54065,                0.22533,                 1.6142,                 3.3321,                 1.2667,                 1.8126,              0.0049114,              0.0049114,              0.0049114
                    517,                0.52189,                0.88153,                0.33312,                0.88026,                0.73548,                0.54789,                0.61738,                0.36897,                0.68564,                0.51215,                0.53846,                 0.2249,                 1.6187,                 3.3215,                 1.2649,                 1.8138,              0.0049015,              0.0049015,              0.0049015
                    518,                0.52656,                0.89595,                0.33452,                0.88275,                0.68779,                0.58084,                0.62108,                0.36892,                0.69059,                 0.5139,                0.54216,                0.22438,                 1.6144,                 3.3099,                 1.2561,                 1.8075,              0.0048916,              0.0048916,              0.0048916
                    519,                0.52186,                0.88986,                0.33278,                0.88316,                0.67408,                0.58187,                0.61808,                0.36604,                0.67659,                0.51905,                0.53956,                0.22338,                 1.6171,                  3.315,                 1.2563,                 1.8091,              0.0048817,              0.0048817,              0.0048817
                    520,                0.52155,                0.87809,                0.32891,                0.87921,                0.72822,                0.54583,                0.61316,                0.36465,                0.66589,                0.52544,                0.53461,                0.22151,                 1.6166,                 3.3084,                 1.2421,                  1.811,              0.0048718,              0.0048718,              0.0048718
                    521,                0.52847,                0.90341,                0.33481,                0.88352,                0.68113,                0.58084,                0.61644,                0.36711,                 0.6619,                0.52832,                0.53752,                  0.222,                 1.6166,                 3.3058,                 1.2495,                 1.8066,              0.0048619,              0.0048619,              0.0048619
                    522,                0.52216,                0.88664,                 0.3302,                0.88087,                0.68913,                 0.5757,                0.61942,                0.36817,                0.64599,                0.53965,                0.53991,                0.22431,                 1.6115,                 3.3077,                 1.2478,                 1.8031,               0.004852,               0.004852,               0.004852
                    523,                0.51843,                 0.8679,                0.32908,                0.87837,                0.72631,                0.55613,                0.61684,                0.36694,                0.66851,                0.52523,                0.53605,                0.22389,                 1.6103,                 3.3059,                 1.2468,                 1.8035,              0.0048421,              0.0048421,              0.0048421
                    524,                0.51783,                0.87654,                0.32738,                0.88211,                0.72312,                0.55944,                0.61451,                0.36562,                 0.6777,                0.52626,                0.53484,                0.22304,                 1.6071,                 3.3146,                 1.2347,                 1.8038,              0.0048322,              0.0048322,              0.0048322
                    525,                0.50932,                0.86245,                0.32649,                0.87752,                  0.717,                0.56359,                0.61535,                0.36598,                0.67376,                 0.5296,                0.53297,                0.22272,                  1.606,                 3.3036,                  1.235,                 1.8026,              0.0048223,              0.0048223,              0.0048223
                    526,                0.51598,                0.87696,                0.33014,                0.87706,                0.71644,                0.56437,                0.61362,                0.36537,                0.67353,                0.53038,                0.52954,                0.22234,                 1.5978,                 3.2979,                 1.2447,                 1.7849,              0.0048124,              0.0048124,              0.0048124
                    527,                0.51499,                0.87969,                0.32691,                0.88073,                0.71317,                0.57055,                0.61503,                0.36532,                0.66886,                0.53553,                0.53399,                0.22326,                 1.5903,                 3.2553,                 1.2533,                 1.7816,              0.0048025,              0.0048025,              0.0048025
                    528,                 0.5192,                0.88185,                0.32903,                0.87837,                0.70557,                0.57158,                0.61299,                0.36416,                0.66183,                0.53614,                0.52834,                0.22168,                 1.5912,                 3.2526,                  1.263,                 1.7891,              0.0047926,              0.0047926,              0.0047926
                    529,                0.52026,                 0.8857,                0.33159,                0.88165,                0.69981,                  0.569,                0.61268,                0.36356,                0.65307,                0.53118,                  0.523,                0.22156,                 1.5794,                 3.2499,                 1.2509,                 1.7792,              0.0047827,              0.0047827,              0.0047827
                    530,                 0.5226,                0.87909,                0.33309,                0.88017,                0.70757,                0.55922,                0.61205,                 0.3648,                0.65938,                 0.5343,                0.53024,                0.22336,                 1.5769,                  3.266,                 1.2603,                 1.7819,              0.0047728,              0.0047728,              0.0047728
                    531,                0.51074,                0.85598,                0.32925,                0.87721,                0.71671,                0.56018,                0.61264,                 0.3644,                0.66312,                0.52935,                0.52669,                0.22267,                 1.5761,                 3.2844,                  1.267,                 1.7851,              0.0047629,              0.0047629,              0.0047629
                    532,                0.51932,                0.87874,                0.33222,                0.88414,                0.71359,                0.55922,                 0.6118,                0.36541,                0.65411,                 0.5345,                0.52652,                 0.2222,                 1.5774,                 3.2773,                  1.263,                 1.7898,               0.004753,               0.004753,               0.004753
                    533,                0.51055,                0.86887,                0.32735,                0.87788,                0.70429,                 0.5654,                0.61528,                0.36626,                0.66028,                0.53443,                0.53134,                0.22305,                 1.5792,                  3.263,                 1.2674,                 1.7934,              0.0047431,              0.0047431,              0.0047431
                    534,                0.52091,                0.88786,                0.33131,                0.87856,                0.72489,                0.55407,                0.61112,                0.36506,                0.65836,                0.53553,                0.52837,                0.22167,                 1.5802,                 3.2835,                 1.2713,                   1.79,              0.0047332,              0.0047332,              0.0047332
                    535,                0.51623,                0.88436,                0.32981,                0.88002,                0.72427,                0.55922,                0.61542,                0.36601,                0.65693,                0.53553,                 0.5287,                0.22253,                 1.5777,                 3.2733,                 1.2696,                  1.784,              0.0047233,              0.0047233,              0.0047233
                    536,                0.51485,                0.88026,                0.33043,                0.87805,                0.71593,                0.56231,                 0.6146,                0.36722,                0.65547,                0.53293,                0.52961,                0.22333,                 1.5753,                 3.2791,                 1.2657,                  1.781,              0.0047134,              0.0047134,              0.0047134
                    537,                 0.5161,                0.87311,                0.32574,                0.88252,                0.69703,                0.57055,                 0.6168,                0.36941,                0.64933,                0.53347,                0.52793,                0.22425,                 1.5737,                 3.2626,                 1.2622,                 1.7839,              0.0047035,              0.0047035,              0.0047035
                    538,                0.51887,                0.88419,                0.33168,                0.88177,                0.69668,                0.58496,                0.61985,                0.36946,                0.64455,                0.54171,                0.52892,                  0.224,                 1.5764,                 3.2651,                 1.2544,                 1.7832,              0.0046936,              0.0046936,              0.0046936
                    539,                0.50884,                0.87173,                0.32771,                0.87747,                0.70332,                0.58393,                0.61877,                0.37027,                0.64037,                0.53365,                0.52368,                0.22255,                 1.5808,                 3.2689,                 1.2523,                  1.782,              0.0046837,              0.0046837,              0.0046837
                    540,                0.51414,                0.88141,                0.32686,                0.87955,                0.69773,                0.57981,                 0.6187,                0.37024,                0.63889,                0.53553,                0.52467,                0.22245,                 1.5856,                 3.2553,                 1.2538,                 1.7833,              0.0046738,              0.0046738,              0.0046738
                    541,                0.51807,                0.87135,                0.32745,                0.87793,                0.69184,                0.58393,                0.61668,                0.36929,                0.63542,                0.53656,                0.52356,                0.22386,                 1.5847,                 3.2503,                 1.2545,                 1.7801,              0.0046639,              0.0046639,              0.0046639
                    542,                 0.5169,                0.86981,                0.32962,                0.87875,                0.70152,                0.57364,                0.61676,                0.36958,                0.64443,                 0.5301,                0.52551,                0.22476,                  1.587,                 3.2763,                 1.2578,                 1.7826,               0.004654,               0.004654,               0.004654
                    543,                0.52319,                0.89721,                 0.3337,                  0.882,                0.70408,                0.57093,                0.61744,                0.37032,                0.65091,                0.52807,                0.52846,                 0.2259,                 1.5881,                 3.2797,                 1.2683,                 1.7815,              0.0046441,              0.0046441,              0.0046441
                    544,                0.51659,                0.87356,                0.32686,                0.87844,                0.71739,                0.56746,                0.62197,                0.37235,                0.65926,                0.52214,                0.52469,                0.22455,                 1.5893,                  3.303,                 1.2625,                  1.782,              0.0046342,              0.0046342,              0.0046342
                    545,                 0.5192,                 0.8882,                0.32951,                0.88043,                0.71255,                0.56849,                0.62081,                0.37167,                0.65556,                0.52334,                0.52739,                0.22367,                 1.5878,                 3.3099,                 1.2558,                 1.7825,              0.0046243,              0.0046243,              0.0046243
                    546,                  0.513,                0.87052,                 0.3259,                0.87713,                 0.7066,                 0.5757,                0.61776,                0.36981,                0.65654,                0.53862,                0.53299,                0.22336,                 1.5855,                 3.3283,                 1.2482,                 1.7817,              0.0046144,              0.0046144,              0.0046144
                    547,                 0.5128,                0.86853,                0.32664,                0.87665,                0.71272,                0.57055,                0.61875,                0.37027,                0.65566,                0.53141,                0.53269,                0.22369,                 1.5829,                 3.3146,                 1.2403,                 1.7822,              0.0046045,              0.0046045,              0.0046045
                    548,                0.51239,                 0.8695,                0.32811,                 0.8803,                0.71106,                0.56746,                0.61745,                0.37026,                0.66331,                0.52935,                 0.5363,                 0.2245,                 1.5842,                 3.3164,                 1.2395,                 1.7832,              0.0045946,              0.0045946,              0.0045946
                    549,                0.51497,                0.87413,                0.32803,                0.87763,                0.70695,                0.57142,                0.61929,                 0.3697,                0.65146,                0.52729,                0.53165,                0.22401,                 1.5825,                 3.3129,                 1.2383,                 1.7826,              0.0045847,              0.0045847,              0.0045847
                    550,                0.51025,                0.86723,                0.32405,                0.87983,                0.71204,                0.56128,                0.61723,                0.37177,                0.64773,                0.52523,                  0.536,                0.22497,                 1.5825,                 3.3192,                 1.2349,                  1.782,              0.0045748,              0.0045748,              0.0045748
                    551,                0.51507,                 0.8698,                0.32717,                0.87916,                0.72218,                0.55682,                0.61872,                0.37211,                0.66713,                0.51493,                0.53452,                0.22581,                 1.5768,                 3.3094,                 1.2339,                  1.778,              0.0045649,              0.0045649,              0.0045649
                    552,                0.51088,                0.86355,                0.32346,                0.87812,                0.72299,                0.55098,                0.61586,                0.37075,                0.66388,                0.51184,                0.53392,                0.22431,                 1.5788,                 3.2946,                 1.2474,                  1.779,               0.004555,               0.004555,               0.004555
                    553,                0.51136,                0.87514,                0.32448,                0.87828,                0.70861,                0.56128,                 0.6168,                0.36986,                0.66138,                0.50978,                0.52941,                0.22322,                 1.5812,                  3.307,                 1.2442,                 1.7816,              0.0045451,              0.0045451,              0.0045451
                    554,                0.50869,                0.85594,                0.32226,                0.87712,                0.70263,                0.56455,                0.61667,                0.37005,                0.65667,                 0.5139,                0.53048,                0.22477,                 1.5871,                 3.3054,                 1.2392,                 1.7923,              0.0045352,              0.0045352,              0.0045352
                    555,                0.50546,                0.86294,                0.32451,                0.87458,                0.70146,                 0.5654,                0.61673,                0.37201,                0.65526,                0.51874,                0.53456,                0.22623,                 1.5869,                 3.2971,                  1.246,                 1.7896,              0.0045253,              0.0045253,              0.0045253
                    556,                0.50968,                0.87576,                0.32401,                0.87875,                0.70416,                0.56025,                0.61692,                0.37237,                0.65778,                0.52061,                0.53671,                0.22712,                 1.5882,                  3.299,                  1.248,                 1.7889,              0.0045154,              0.0045154,              0.0045154
                    557,                0.51294,                 0.8678,                0.32586,                0.87795,                0.69911,                0.56711,                0.61715,                0.37228,                0.64973,                0.52534,                0.54246,                0.22801,                 1.5885,                 3.2951,                  1.253,                  1.792,              0.0045055,              0.0045055,              0.0045055
                    558,                0.50745,                  0.868,                0.32036,                0.87568,                 0.6948,                0.56746,                0.61734,                0.37122,                0.65101,                0.52448,                0.54389,                0.22857,                 1.5895,                 3.3037,                 1.2497,                 1.7915,              0.0044956,              0.0044956,              0.0044956
                    559,                0.51038,                 0.8618,                0.32391,                0.87828,                0.69186,                 0.5654,                0.61737,                 0.3731,                 0.6546,                0.52111,                0.54433,                0.22919,                 1.5909,                 3.3047,                  1.244,                 1.7955,              0.0044857,              0.0044857,              0.0044857
                    560,                0.51153,                0.86926,                0.32369,                0.87931,                0.69869,                0.56837,                0.61699,                0.37204,                0.64607,                 0.5242,                0.54088,                0.22805,                 1.5912,                 3.2942,                 1.2427,                 1.7957,              0.0044758,              0.0044758,              0.0044758
                    561,                0.51117,                0.86867,                 0.3235,                0.87916,                 0.7022,                0.57158,                0.61833,                0.37418,                0.64426,                0.52626,                0.54164,                0.22881,                 1.5925,                 3.2811,                 1.2412,                 1.7974,              0.0044659,              0.0044659,              0.0044659
                    562,                0.49862,                0.84356,                 0.3218,                0.87414,                0.70116,                0.57268,                0.61828,                0.37442,                0.64219,                0.52493,                0.54241,                0.22879,                 1.5965,                 3.2811,                 1.2464,                  1.801,               0.004456,               0.004456,               0.004456
                    563,                0.50077,                0.85217,                0.31977,                0.87442,                 0.6948,                0.57673,                0.61789,                0.37376,                0.63841,                0.53639,                0.54522,                0.22897,                 1.6023,                   3.29,                 1.2516,                 1.8067,              0.0044461,              0.0044461,              0.0044461
                    564,                0.50289,                 0.8606,                0.32392,                0.87617,                0.70139,                0.57467,                 0.6215,                0.37429,                0.64239,                0.52626,                0.54431,                 0.2284,                 1.6062,                 3.2954,                 1.2549,                 1.8123,              0.0044362,              0.0044362,              0.0044362
                    565,                0.50707,                0.85732,                0.32368,                0.87465,                0.70289,                0.57499,                0.62142,                 0.3738,                0.64145,                0.52509,                0.53961,                0.22696,                 1.6049,                 3.2945,                 1.2364,                 1.8149,              0.0044263,              0.0044263,              0.0044263
                    566,                0.50032,                0.85153,                0.31836,                0.87552,                0.69881,                0.57775,                 0.6207,                0.37475,                0.63596,                0.53141,                0.53954,                0.22594,                 1.6067,                 3.2848,                 1.2414,                 1.8158,              0.0044164,              0.0044164,              0.0044164
                    567,                  0.504,                0.85149,                0.32216,                0.87575,                0.69707,                0.57775,                0.62054,                0.37403,                0.63736,                0.53347,                0.53863,                0.22575,                  1.609,                  3.294,                 1.2453,                 1.8174,              0.0044065,              0.0044065,              0.0044065
                    568,                0.50533,                0.84315,                0.32272,                0.87414,                0.69358,                 0.5829,                0.62168,                0.37369,                0.63305,                0.53478,                0.54032,                0.22636,                 1.6097,                 3.2996,                  1.251,                 1.8193,              0.0043966,              0.0043966,              0.0043966
                    569,                0.50067,                0.84611,                0.32087,                0.87477,                0.70243,                 0.5757,                0.62216,                0.37291,                0.64809,                0.52214,                0.53421,                0.22556,                 1.6122,                  3.294,                 1.2545,                 1.8203,              0.0043867,              0.0043867,              0.0043867
                    570,                0.50598,                0.86105,                0.32103,                0.87531,                0.71043,                0.57158,                0.62009,                0.37138,                0.61878,                0.53656,                0.53457,                0.22563,                 1.6146,                 3.2946,                 1.2662,                 1.8264,              0.0043768,              0.0043768,              0.0043768
                    571,                0.50111,                0.85078,                0.31912,                0.87543,                0.70932,                0.57055,                 0.6194,                0.37238,                0.62454,                0.53553,                 0.5375,                0.22517,                 1.6165,                 3.3037,                 1.2628,                  1.827,              0.0043669,              0.0043669,              0.0043669
                    572,                0.50712,                0.85374,                0.32315,                0.87839,                0.70515,                0.56746,                0.62054,                0.37042,                0.64356,                0.52065,                0.53532,                0.22394,                 1.6203,                 3.3022,                  1.261,                 1.8291,               0.004357,               0.004357,               0.004357
                    573,                0.50493,                0.86308,                0.32234,                0.87675,                0.71665,                0.56263,                0.61981,                0.36936,                 0.6407,                0.51905,                0.53147,                0.22397,                 1.6177,                  3.289,                 1.2606,                 1.8249,              0.0043471,              0.0043471,              0.0043471
                    574,                0.50752,                0.86337,                0.31993,                0.87792,                0.71631,                0.56746,                0.61908,                0.37031,                0.64297,                0.52486,                0.53775,                 0.2253,                 1.6134,                 3.2948,                 1.2585,                 1.8241,              0.0043372,              0.0043372,              0.0043372
                    575,                0.50486,                0.84307,                0.32153,                0.87445,                0.70627,                0.57055,                0.61635,                0.36871,                0.64042,                0.52832,                0.53497,                0.22455,                 1.6143,                 3.3095,                 1.2581,                 1.8262,              0.0043273,              0.0043273,              0.0043273
                    576,                0.50238,                0.86371,                0.31882,                0.87775,                0.70884,                0.57165,                0.61416,                 0.3698,                0.65171,                0.53186,                0.54068,                0.22488,                 1.6131,                 3.3135,                  1.253,                 1.8303,              0.0043174,              0.0043174,              0.0043174
                    577,                0.49963,                0.83828,                 0.3192,                0.87477,                0.71215,                0.56746,                0.61386,                0.36983,                0.64368,                0.52836,                0.53321,                 0.2238,                 1.6115,                  3.306,                 1.2525,                 1.8307,              0.0043075,              0.0043075,              0.0043075
                    578,                0.49632,                0.84656,                0.31879,                0.87556,                0.70797,                 0.5654,                0.61641,                0.37071,                0.64253,                0.53141,                0.53979,                0.22412,                 1.6056,                 3.3028,                 1.2574,                  1.823,              0.0042976,              0.0042976,              0.0042976
                    579,                 0.4973,                0.84465,                0.31589,                0.87509,                0.70463,                0.55922,                0.61726,                0.37094,                0.64268,                0.52792,                0.54127,                0.22445,                 1.6034,                 3.3163,                 1.2558,                 1.8188,              0.0042877,              0.0042877,              0.0042877
                    580,                0.50346,                0.84547,                0.31873,                0.87431,                0.70649,                0.56273,                0.61676,                0.37002,                0.65395,                0.52548,                0.54276,                0.22481,                 1.5975,                 3.3279,                 1.2549,                 1.8101,              0.0042778,              0.0042778,              0.0042778
                    581,                 0.4936,                0.84562,                0.31557,                0.87342,                0.70469,                0.56025,                0.61463,                0.36982,                0.63134,                0.54145,                0.53416,                0.22305,                 1.5943,                 3.3246,                 1.2561,                  1.805,              0.0042679,              0.0042679,              0.0042679
                    582,                0.49594,                0.84984,                0.31792,                0.87435,                0.67787,                0.57878,                0.61591,                0.37035,                0.62749,                0.54125,                0.53811,                0.22518,                 1.5913,                 3.3234,                 1.2558,                 1.8013,               0.004258,               0.004258,               0.004258
                    583,                0.49338,                0.83864,                0.31709,                0.87304,                0.70745,                0.56025,                0.61679,                0.36985,                0.63048,                0.54274,                0.54188,                0.22512,                 1.5879,                 3.3213,                 1.2452,                 1.7983,              0.0042481,              0.0042481,              0.0042481
                    584,                0.49476,                 0.8439,                0.31683,                 0.8743,                0.70463,                0.56128,                0.61823,                0.37043,                 0.6528,                0.52523,                0.54269,                0.22497,                 1.5877,                 3.3102,                 1.2447,                 1.7961,              0.0042382,              0.0042382,              0.0042382
                    585,                0.49689,                0.83912,                0.31935,                0.87729,                0.70711,                0.55922,                0.61746,                0.36992,                0.65376,                0.52317,                0.54147,                0.22596,                 1.5873,                 3.3273,                  1.247,                 1.7959,              0.0042283,              0.0042283,              0.0042283
                    586,                0.49993,                0.83369,                0.31774,                0.87337,                0.67983,                0.57981,                0.61819,                0.37062,                0.65008,                0.52111,                0.54236,                0.22527,                 1.5891,                  3.331,                 1.2466,                  1.798,              0.0042184,              0.0042184,              0.0042184
                    587,                 0.4949,                0.84009,                0.31666,                0.87548,                0.68382,                0.58134,                0.61771,                0.37125,                0.63311,                0.53141,                0.54009,                0.22551,                 1.5893,                 3.3406,                  1.244,                 1.7996,              0.0042085,              0.0042085,              0.0042085
                    588,                0.49735,                0.84364,                0.31847,                0.87347,                0.68527,                0.57405,                0.61869,                0.37166,                 0.6347,                0.53144,                0.54078,                0.22514,                   1.59,                 3.3379,                  1.245,                 1.8026,              0.0041986,              0.0041986,              0.0041986
                    589,                0.50272,                0.85445,                 0.3188,                0.87477,                0.69057,                0.57467,                0.61796,                0.37076,                0.63933,                0.52935,                0.54053,                0.22486,                 1.5918,                 3.3367,                 1.2521,                 1.8053,              0.0041887,              0.0041887,              0.0041887
                    590,                0.49844,                0.84221,                0.31576,                0.87471,                 0.6863,                0.57364,                 0.6151,                0.37008,                0.64349,                0.52979,                0.54085,                0.22456,                 1.5967,                 3.3387,                  1.259,                  1.808,              0.0041788,              0.0041788,              0.0041788
